breathe	breathes	breathing	breathed
sideswipe	sideswipes	sideswiping	sideswiped
circumcise	circumcises	circumcising	circumcised
flay	flays	flaying	flayed
scarify	scarifies	scarifying	scarified
nock	nocks	nocking	nocked
scotch	scotches	scotching	scotched
scribe	scribes	scribing	scribed
furrow	furrows	furrowing	furrowed
rut	ruts	rutting	rutted
groove	grooves	grooving	grooved
chamfer	chamfers	chamfering	chamfered
chase	chases	chasing	chased
ruckle	ruckles	ruckling	ruckled
scrunch	scrunches	scrunching	scrunched
pucker	puckers	puckering	puckered
cockle	cockles	cockling	cockled
knit	knits	knitting	knitted
ruck	rucks	rucking	rucked
dent	dents	denting	dented
flex	flexs	flexing	flexed
bend	bends	bending	bent
incurvate	incurvates	incurvating	incurvated
crank	cranks	cranking	cranked
convolve	convolves	convolving	convolved
rabbet	rabbets	rabbetting	rabbetted
gouge	gouges	gouging	gouged
hole	holes	holing	holed
rootle	rootles	rootling	rootled
hollow	hollows	hollowing	hollowed
cavern	caverns	caverning	caverned
undermine	undermines	undermining	undermined
wrap	wraps	wrapping	wrapped
parcel	parcels	parcelling	parcelled
cere	ceres	cering	cered
shrinkwrap	shrinkwraps	shrinkwrapping	shrinkwrapped
gift-wrap	gift-wraps	gift-wrapping	gift-wrapped
undo	undoes	undoing	undid	undone
untie	unties	untying	untied
unlace	unlaces	unlacing	unlaced
muzzle	muzzles	muzzling	muzzled
unloose	unlooses	unloosing	unloosed
unloosen	unlooses	unloosing	unloosened
retie	reties	retieing	retieed
loop	loops	looping	looped
bitt	bitts	bitting	bitted
cord	cords	cording	corded
latch	latches	latching	latched
faggot	faggots	faggotting	faggotted
fagot	fagots	fagotting	fagotted
garter	garters	gartering	gartered
hog-tie	hog-ties	hog-tieing	hog-tieed
fetter	fetters	fettering	fettered
shackle	shackles	shackling	shackled
manacle	manacles	manacling	manacled
cuff	cuffs	cuffing	cuffed
handcuff	handcuffs	handcuffing	handcuffed
enchain	enchains	enchaining	enchained
unchain	unchains	unchaining	unchained
chain	chains	chaining	chained
picket	pickets	picketing	picketed
rope	ropes	roping	roped
leash	leashes	leashing	leashed
hopple	hopples	hoppling	hoppled
hobble	hobbles	hobbling	hobbled
unstrap	unstraps	unstrapping	unstrapped
tether	tethers	tethering	tethered
attach	attaches	attaching	attached
join	joins	joining	joined
conjoin	conjoins	conjoining	conjoined
cross-link	cross-links	cross-linking	cross-linked
miter	miters	miterring	miterred
anastomose	anastomoses	anastomosing	anastomosed
inosculate	inosculates	inosculating	inosculated
earth	earths	earthing	earthed
couple	couples	coupling	coupled
pair	pairs	pairing	paired
mismate	mismates	mismating	mismated
mortice	mortices	morticing	morticed
mortise	mortises	mortising	mortised
cog	cogs	cogging	cogged
mismatch	mismatches	mismatching	mismatched
disjoin	disjoins	disjoining	disjoined
disjoint	disjoints	disjointing	disjointed
disarticulate	disarticulates	disarticulating	disarticulated
fair	fairs	fairing	faired
rebate	rebates	rebating	rebated
seam	seams	seaming	seamed
suture	sutures	suturing	sutured
bridge	bridges	bridging	bridged
hinge	hinges	hinging	hinged
bell	bells	belling	belled
band	bands	banding	banded
uncouple	uncouples	uncoupling	uncoupled
prefix	prefixes	prefixing	prefixed
suffix	suffixes	suffixing	suffixed
affix	affixes	affixing	affixed
infix	infixes	infixing	infixed
detach	detaches	detaching	detached
french	frenches	frenching	frenched
roach	roaches	roaching	roached
unsolder	unsolders	unsolderring	unsolderred
knot	knots	knotting	knotted
swaddle	swaddles	swaddling	swaddled
swathe	swathes	swathing	swathed
shroud	shrouds	shrouding	shrouded
snaffle	snaffles	snaffling	snaffled
encumber	encumbers	encumberring	encumberred
cumber	cumbers	cumbering	cumbered
impound	impounds	impounding	impounded
cabin	cabins	cabinning	cabinned
closet	closets	closeting	closeted
encircle	encircles	encircling	encircled
girth	girths	girthing	girthed
hoop	hoops	hooping	hooped
lash	lashes	lashing	lashed
unlash	unlashes	unlashing	unlashed
cement	cements	cementing	cemented
unbind	unbinds	unbinding	unbound
cleat	cleats	cleating	cleated
anchor	anchors	anchoring	anchored
moor	moors	mooring	moored
wharf	wharfs	wharfing	wharfed
berth	berths	berthing	berthed
dock	docks	docking	docked
dry-dock	dry-docks	dry-docking	dry-docked
drydock	drydocks	drydocking	drydocked
undock	undocks	undocking	undocked
batten	battens	battening	battened
aggrade	aggrades	aggrading	aggraded
strickle	strickles	strickling	strickled
scrape	scrapes	scraping	scraped
grate	grates	grating	grated
delve	delves	delving	delved
spade	spades	spading	spaded
sap	saps	sapping	sapped
excavate	excavates	excavating	excavated
trench	trenches	trenching	trenched
ditch	ditches	ditching	ditched
dibble	dibbles	dibbling	dibbled
shovel	shovels	shovelling	shovelled
trowel	trowels	trowelling	trowelled
squirt	squirts	squirting	squirted
spritz	spritzs	spritzing	spritzed
nuzzle	nuzzles	nuzzling	nuzzled
divine	divines	divining	divined
pursue	pursues	pursuing	pursued
raid	raids	raiding	raided
frisk	frisks	frisking	frisked
strip-search	strip-searches	strip-searching	strip-searched
rifle	rifles	rifling	rifled
rummage	rummages	rummaging	rummaged
ransack	ransacks	ransacking	ransacked
grub	grubs	grubbing	grubbed
scythe	scythes	scything	scythed
reap	reaps	reaping	reaped
glean	gleans	gleaning	gleaned
club	clubs	clubbing	clubbed
poll	polls	polling	polled
pollard	pollards	pollarding	pollarded
snip	snips	snipping	snipped
crop	crops	cropping	cropped
lop	lops	lopping	lopped
tail	tails	tailing	tailed
engrave	engraves	engraving	engraved
grave	graves	graving	graven
character	characters	charactering	charactered
gash	gashes	gashing	gashed
butcher	butchers	butchering	butchered
chine	chines	chining	chined
dispatch	dispatches	dispatching	dispatched
sacrifice	sacrifices	sacrificing	sacrificed
tomahawk	tomahawks	tomahawking	tomahawked
saber	sabers	sabering	sabered
sabre	sabres	sabring	sabred
overlie	overlies	overlying	overlay	overlain
overlie	overlies	overlying	overlay	overlain
brain	brains	braining	brained
liquidate	liquidates	liquidating	liquidated
exterminate	exterminates	exterminating	exterminated
hitch	hitches	hitching	hitched
unhitch	unhitches	unhitching	unhitched
supplement	supplements	supplementing	supplemented
subjoin	subjoins	subjoining	subjoined
annex	annexes	annexing	annexed
sew	sews	sewing	sewed	sewn
stitch	stitches	stitching	stitched
resew	resews	resewing	resewed
unpick	unpicks	unpicking	unpicked
overcast	overcasts	overcasting	overcasted
oversew	oversews	oversewing	oversewed	oversewn
backstitch	backstitches	backstitching	backstitched
darn	darns	darning	darned
tuck	tucks	tucking	tucked
finedraw	finedraws	finedrawing	finedrawed
hemstitch	hemstitches	hemstitching	hemstitched
retick	reticks	reticking	reticked
sellotape	sellotapes	sellotaping	sellotaped
paste	pastes	pasting	pasted
epoxy	epoxies	epoxying	epoxied
cloak	cloaks	cloaking	cloaked
foil	foils	foiling	foiled
sod	sods	sodding	sodded
rebind	rebinds	rebinding	rebinded
splash	splashes	splashing	splashed
hood	hoods	hooding	hooded
cowl	cowls	cowling	cowled
clapboard	clapboards	clapboarding	clapboarded
canopy	canopies	canopying	canopied
bread	breads	breading	breaded
blinker	blinkers	blinkerring	blinkerred
blindfold	blindfolds	blindfolding	blindfolded
aluminize	aluminizes	aluminizing	aluminized
aluminise	aluminises	aluminising	aluminised
sheet	sheets	sheeting	sheeted
tile	tiles	tiling	tiled
tessellate	tessellates	tessellating	tessellated
lag	lags	lagging	lagged
barb	barbs	barbing	barbed
uncover	uncovers	uncovering	uncovered
undrape	undrapes	undraping	undraped
reeve	reeves	reeving	reeved
padlock	padlocks	padlocking	padlocked
noose	nooses	noosing	noosed
unzip	unzips	unzipping	unzipped
brad	brads	bradding	bradded
bight	bights	bighting	bighted
belay	belays	belaying	belayed
unbar	unbars	unbarring	unbarred
velcro	velcros	velcroing	velcroed
unfasten	unfastens	unfastening	unfastened
shut	shuts	shutting	shut
bung	bungs	bunging	bunged
reopen	reopens	reopening	reopened
hasp	hasps	hasping	hasped
unbolt	unbolts	unbolting	unbolted
wring	wrings	wringing	wrung
attract	attracts	attracting	attracted
contort	contorts	contorting	contorted
demodulate	demodulates	demodulating	demodulated
winkle	winkles	winkling	winkled
unscrew	unscrews	unscrewing	unscrewed
zipper	zippers	zipperring	zipperred
zip	zips	zipping	zipped
unseal	unseals	unsealing	unsealed
reseal	reseals	resealing	resealed
waterproof	waterproofs	waterproofing	waterproofed
caulk	caulks	caulking	caulked
daisy-chain	daisy-chains	daisy-chaining	daisy-chained
interconnect	interconnects	interconnecting	interconnected
interlink	interlinks	interlinking	interlinked
tee	tees	teeing	teed
disconnect	disconnects	disconnecting	disconnected
bond	bonds	bonding	bonded
thumbtack	thumbtacks	thumbtacking	thumbtacked
stud	studs	studding	studded
mask	masks	masking	masked
blanket	blankets	blanketing	blanketed
unstring	unstrings	unstringing	unstrung
thread	threads	threading	threaded
bead	beads	beading	beaded
render-set	render-sets	render-setting	render-setted
parget	pargets	pargetting	pargetted
mud	muds	mudding	mudded
skimcoat	skimcoats	skimcoating	skimcoated
mortar	mortars	mortaring	mortared
paint	paints	painting	painted
repaint	repaints	repainting	repainted
airbrush	airbrushes	airbrushing	airbrushed
cold-cream	cold-creams	cold-creaming	cold-creamed
putty	putties	puttying	puttied
undercoat	undercoats	undercoating	undercoated
net	nets	netting	netted
nett	netts	netting	netted
belt	belts	belting	belted
unbelt	unbelts	unbelting	unbelted
unhook	unhooks	unhooking	unhooked
grout	grouts	grouting	grouted
staple	staples	stapling	stapled
unstaple	unstaples	unstapling	unstapled
unclip	unclips	unclipping	unclipped
button	buttons	buttoning	buttoned
unbutton	unbuttons	unbuttoning	unbuttoned
unpin	unpins	unpinning	unpinned
channelize	channelizes	channelizing	channelized
channelise	channelises	channelising	channelised
scuff	scuffs	scuffing	scuffed
drop-kick	drop-kicks	drop-kicking	drop-kicked
dropkick	dropkicks	dropkicking	dropkicked
recoil	recoils	recoiling	recoiled
spray	sprays	spraying	sprayed
syringe	syringes	syringing	syringed
spatter	spatters	spattering	spattered
splatter	splatters	splattering	splattered
plash	plashes	plashing	plashed
splosh	sploshes	sploshing	sploshed
slosh	sloshes	sloshing	sloshed
slush	slushes	slushing	slushed
swatter	swatters	swatterring	swatterred
drizzle	drizzles	drizzling	drizzled
bespangle	bespangles	bespangling	bespangled
aerosolize	aerosolizes	aerosolizing	aerosolized
aerosolise	aerosolises	aerosolising	aerosolised
straw	straws	strawing	strawed
bestrew	bestrews	bestrewing	bestrewed	bestrewn
export	exports	exporting	exported
slather	slathers	slatherring	slatherred
redeploy	redeploys	redeploying	redeployed
redistribute	redistributes	redistributing	redistributed
garner	garners	garnering	garnered
collect	collects	collecting	collected
hive	hives	hiving	hived
salvage	salvages	salvaging	salvaged
corral	corrals	corralling	corralled
pluck	plucks	plucking	plucked
cull	culls	culling	culled
prawn	prawns	prawning	prawned
nut	nuts	nutting	nutted
frog	frogs	frogging	frogged
snail	snails	snailing	snailed
blackberry	blackberries	blackberrying	blackberried
birdnest	birdnests	birdnesting	birdnested
bird-nest	bird-nests	bird-nesting	bird-nested
nest	nests	nesting	nested
oyster	oysters	oystering	oystered
sponge	sponges	sponging	sponged
pearl	pearls	pearling	pearled
clam	clams	clamming	clammed
berry	berries	berrying	berried
deplume	deplumes	depluming	deplumed
deplumate	deplumates	deplumating	deplumated
displume	displumes	displuming	displumed
archive	archives	archiving	archived
nickel-and-dime	nickel-and-dimes	nickel-and-diming	nickel-and-dimed
aggregate	aggregates	aggregating	aggregated
batch	batches	batching	batched
bale	bales	baling	baled
sandpaper	sandpapers	sandpapering	sandpapered
sand	sands	sanding	sanded
rough-sand	rough-sands	rough-sanding	rough-sanded
sandblast	sandblasts	sandblasting	sandblasted
corrugate	corrugates	corrugating	corrugated
ruffle	ruffles	ruffling	ruffled
plait	plaits	plaiting	plated	plaited
compress	compresses	compressing	compressed
squeeze	squeezes	squeezing	squeezed
compact	compacts	compacting	compacted
straiten	straitens	straitening	straitened
overbear	overbears	overbearing	overbore	overborne
uncompres	uncompress	uncompressing	uncompressed
embower	embowers	embowering	embowered
bower	bowers	bowerring	bowerred
iron	irons	ironing	ironed
calender	calenders	calendering	calendered
wipe	wipes	wiping	wiped
squeegee	squeegees	squeegeeing	squeegeeed
deterge	deterges	deterging	deterged
swipe	swipes	swiping	swiped
towel	towels	towelling	towelled
grit	grits	gritting	gritted
clench	clenches	clenching	clenched
plate	plates	plating	plated
nickel	nickels	nickelling	nickelled
electroplate	electroplates	electroplating	electroplated
chromium-plate	chromium-plates	chromium-plating	chromium-plated
goldplate	goldplates	goldplating	goldplated
gold-plate	gold-plates	gold-plating	gold-plated
silverplate	silverplates	silverplating	silverplated
silver-plate	silver-plates	silver-plating	silver-plated
hug	hugs	hugging	hugged
swat	swats	swatting	swatted
sock	socks	socking	socked
bop	bops	bopping	bopped
whop	whops	whopping	whopped
whap	whaps	whaping	whaped
bonk	bonks	bonking	bonked
bash	bashes	bashing	bashed
strong-arm	strong-arms	strong-arming	strong-armed
pistol-whip	pistol-whips	pistol-whipping	pistol-whipped
flagellate	flagellates	flagellating	flagellated
leather	leathers	leathering	leathered
horsewhip	horsewhips	horsewhipping	horsewhipped
beetle	beetles	beetling	beetled
bastinado	bastinadoes	bastinadoing	bastinadoed
bean	beans	beaning	beaned
cosh	coshes	coshing	coshed
shank	shanks	shanking	shanked
hob	hobs	hobbing	hobbed
putt	putts	putting	putted
bunker	bunkers	bunkering	bunkered
bounce	bounces	bouncing	bounced
backhand	backhands	backhanding	backhanded
racket	rackets	racketting	racketted
single	singles	singling	singled
sclaff	sclaffs	sclaffing	sclaffed
flog	flogs	flogging	flogged
cowhide	cowhides	cowhiding	cowhided
birch	birches	birching	birched
manhandle	manhandles	manhandling	manhandled
cane	canes	caning	caned
deck	decks	decking	decked
coldcock	coldcocks	coldcocking	coldcocked
dump	dumps	dumping	dumped
floor	floors	flooring	floored
clout	clouts	clouting	clouted
clobber	clobbers	clobbering	clobbered
drub	drubs	drubbing	drubbed
thrash	thrashes	thrashing	thrashed
switch-hit	switch-hits	switch-hitting	switch-hitted
kayo	kayos	kayoing	kayoed
thump	thumps	thumping	thumped
thwack	thwacks	thwacking	thwacked
punch	punches	punching	punched
slug	slugs	slugging	slugged
slog	slogs	slogging	slogged
whack	whacks	whacking	whacked
wham	whams	whamming	whammed
pummel	pummels	pummelling	pummelled
pommel	pommels	pommelling	pommelled
biff	biffs	biffing	biffed
thresh	threshes	threshing	threshed
lam	lams	lamming	lammed
flail	flails	flailing	flailed
hammer	hammers	hammering	hammered
sledgehammer	sledgehammers	sledgehammering	sledgehammered
sledge	sleds	sleding	sledged
slap	slaps	slapping	slapped
buffet	buffets	buffeting	buffeted
whisk	whisks	whisking	whisked
churn	churns	churning	churned
toss	tosses	tossing	tossed
shuffle	shuffles	shuffling	shuffled
riffle	riffles	riffling	riffled
paddle	paddles	paddling	paddled
agitate	agitates	agitating	agitated
commove	commoves	commoving	commoved
roil	roils	roiling	roiled
rile	riles	riling	riled
box	boxes	boxing	boxed
prizefight	prizefights	prizefighting	prizefighted
shadowbox	shadowboxes	shadowboxing	shadowboxed
spank	spanks	spanking	spanked
larrup	larrups	larruping	larruped
unplug	unplugs	unplugging	unplugged
cannulate	cannulates	cannulating	cannulated
cannulize	cannulizes	cannulizing	cannulized
cannulise	cannulises	cannulising	cannulised
intubate	intubates	intubating	intubated
canulate	canulates	canulating	canulated
input	inputs	inputting	inputted
instil	instils	instilling	instilled
tampon	tampons	tamponing	tamponed
uncork	uncorks	uncorking	uncorked
bludgeon	bludgeons	bludgeoning	bludgeoned
cudgel	cudgels	cudgelling	cudgelled
fustigate	fustigates	fustigating	fustigated
bosom	bosoms	bosoming	bosomed
cuddle	cuddles	cuddling	cuddled
snuggle	snuggles	snuggling	snuggled
nestle	nestles	nestling	nestled
smooch	smooches	smooching	smooched
spoon	spoons	spooning	spooned
gentle	gentles	gentling	gentled
neck	necks	necking	necked
love	loves	loving	loved
fuck	fucks	fucking	fucked
jazz	jazzes	jazzing	jazzed
eff	effs	effing	effed
hump	humps	humping	humped
fornicate	fornicates	fornicating	fornicated
wench	wenches	wenching	wenched
copulate	copulates	copulating	copulated
mongrelize	mongrelizes	mongrelizing	mongrelized
mongrelise	mongrelises	mongrelising	mongrelised
backcross	backcrosses	backcrossing	backcrossed
crossbree	crossbrees	crossbreeing	crossbreeed
